StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,148,0,148,0,,,,,,,,,,,,,,,,,,,,,,1712.514387,None,,,,,,,,,,,,,,,,,broke,88,149,silent,old,red,1706.710957,None,1706.710957,None,3,4.7982777,1706.710957,None,4.7982777,1711.531758,None,1712.047921,None,1712.047921,None,f,0.4373746,1712.047921,None,0.4373746,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,149,0,149,0,,,,,,,,,,,,,,,,,,,,,,1716.417723,None,,,,,,,,,,,,,,,,,shape,164,150,silent,new,null,1713.014561,None,1713.014561,None,1,2.2947459,1713.014561,None,2.2947459,1715.341068,None,1715.852114,None,1715.852114,None,n,0.5451312,1715.852114,None,0.5451312,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,150,0,150,0,,,,,,,,,,,,,,,,,,,,,,1720.172541,None,,,,,,,,,,,,,,,,,poetry,13,151,silent,old,yellow,1716.921131,None,1716.921131,None,6,1.9641177,1716.921131,None,1.9641177,1718.904824,None,1719.409801,None,1719.409801,None,r,0.7314648,1719.409801,None,0.7314648,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,151,0,151,0,,,,,,,,,,,,,,,,,,,,,,1725.29629,None,,,,,,,,,,,,,,,,,crime,56,152,silent,old,blue,1720.672212,None,1720.672212,None,3,3.3170411,1720.672212,None,3.3170411,1724.009248,None,1724.514675,None,1724.514675,None,f,0.7546095,1724.514675,None,0.7546095,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,1732.3838,None,,,,,,,,,,,,,,,,,crowd,94,153,silent,new,null,1725.814715,None,1725.814715,None,2,3.6867201,1725.814715,None,3.6867201,1729.536686,None,1730.049381,None,1730.049381,None,n,2.3158553,1730.049381,None,2.3158553,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,1736.039432,None,,,,,,,,,,,,,,,,,season,93,154,silent,new,null,1732.893604,None,1732.893604,None,1,2.135694,1732.893604,None,2.135694,1735.056188,None,1735.574248,None,1735.574248,None,n,0.446976,1735.574248,None,0.446976,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,1739.458092,None,,,,,,,,,,,,,,,,,permit,130,155,silent,new,null,1736.559499,None,1736.559499,None,1,2.0217742,1736.559499,None,2.0217742,1738.609567,None,1739.123992,None,1739.123992,None,n,0.3133525,1739.123992,None,0.3133525,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,1750.185017,None,,,,,,,,,,,,,,,,,problem,71,156,silent,old,red,1739.959648,None,1739.959648,None,2,8.8936309,1739.959648,None,8.8936309,1748.884338,None,1749.3904,None,1749.3904,None,n,0.7668333,1749.3904,None,0.7668333,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,1754.172246,None,,,,,,,,,,,,,,,,,school,152,157,silent,new,null,1750.694707,None,1750.694707,None,1,1.9665175,1750.694707,None,1.9665175,1752.690406,None,1753.20578,None,1753.20578,None,n,0.9435489,1753.20578,None,0.9435489,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,1757.125278,None,,,,,,,,,,,,,,,,,capital,175,158,silent,new,null,1754.675644,None,1754.675644,None,1,1.7215899,1754.675644,None,1.7215899,1756.424545,None,1756.937308,None,1756.937308,None,n,0.1641696,1756.937308,None,0.1641696,,,August10Silent3,25,2022_Aug_10_1435,ProdSingRedoBetween,2021.2.3,59.93982042
