StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,126,0,126,0,,,,,,,,,,,,,,,,,,,,,,1001.9277108004317,None,,,,,,,,,,,,,,,,,,growth,41,127,aloud,old,blue,998.2339177001268,None,998.2339177001268,None,6,3.0340278996154666,998.2339177001268,None,3.0340278996154666,1001.2958410996944,None,1001.8111207000911,None,1001.8111207000911,None,r,0.09689739998430014,1001.8111207000911,None,0.09689739998430014,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,127,0,127,0,,,,,,,,,,,,,,,,,,,,,,1004.6805475000292,None,,,,,,,,,,,,,,,,,,second,56,128,aloud,old,blue,1002.4374770997092,None,1002.4374770997092,None,2,1.4624841008335352,1002.4374770997092,None,1.4624841008335352,1003.9305643001571,None,1004.4341023005545,None,1004.4341023005545,None,n,0.21789340022951365,1004.4341023005545,None,0.21789340022951365,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,128,0,128,0,,,,,,,,,,,,,,,,,,,,,,1008.1672622999176,None,,,,,,,,,,,,,,,,,,production,11,129,aloud,old,yellow,1005.1914250003174,None,1005.1914250003174,None,5,2.2525702007114887,1005.1914250003174,None,2.2525702007114887,1007.4687315002084,None,1007.989527400583,None,1007.989527400583,None,f,0.15841019991785288,1007.989527400583,None,0.15841019991785288,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,129,0,129,0,,,,,,,,,,,,,,,,,,,,,,1010.7899382999167,None,,,,,,,,,,,,,,,,,,victory,153,130,aloud,new,null,1008.6836777003482,None,1008.6836777003482,None,1,1.3922816002741456,1008.6836777003482,None,1.3922816002741456,1010.1045944001526,None,1010.6199462004006,None,1010.6199462004006,None,n,0.1440459005534649,1010.6199462004006,None,0.1440459005534649,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,130,0,130,0,,,,,,,,,,,,,,,,,,,,,,1013.4402325004339,None,,,,,,,,,,,,,,,,,,finance,64,131,aloud,old,red,1011.3045877004042,None,1011.3045877004042,None,6,1.3075380995869637,1011.3045877004042,None,1.3075380995869637,1012.639573100023,None,1013.143029300496,None,1013.143029300496,None,r,0.26907670032233,1013.143029300496,None,0.26907670032233,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,131,0,131,0,,,,,,,,,,,,,,,,,,,,,,1015.975139000453,None,,,,,,,,,,,,,,,,,,broke,10,132,aloud,old,yellow,1013.9399477997795,None,1013.9399477997795,None,1,1.3201024001464248,1013.9399477997795,None,1.3201024001464248,1015.2920033996925,None,1015.7976553998888,None,1015.7976553998888,None,n,0.1504993997514248,1015.7976553998888,None,0.1504993997514248,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,132,0,132,0,,,,,,,,,,,,,,,,,,,,,,1019.128019399941,None,,,,,,,,,,,,,,,,,,native,88,133,aloud,old,red,1016.4811939997599,None,1016.4811939997599,None,5,1.906657999381423,1016.4811939997599,None,1.906657999381423,1018.4119143001735,None,1018.9112605005503,None,1018.9112605005503,None,f,0.18864039983600378,1018.9112605005503,None,0.18864039983600378,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,133,0,133,0,,,,,,,,,,,,,,,,,,,,,,1022.0984172001481,None,,,,,,,,,,,,,,,,,,poetry,70,134,aloud,old,red,1019.645727599971,None,1019.645727599971,None,6,1.5341756995767355,1019.645727599971,None,1.5341756995767355,1021.1983725000173,None,1021.697641200386,None,1021.697641200386,None,r,0.3703353004530072,1021.697641200386,None,0.3703353004530072,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,134,0,134,0,,,,,,,,,,,,,,,,,,,,,,1026.2686721999198,None,,,,,,,,,,,,,,,,,,passage,171,135,aloud,new,null,1022.6062409998849,None,1022.6062409998849,None,3,2.1977220000699162,1022.6062409998849,None,2.1977220000699162,1024.8360710004345,None,1025.355419700034,None,1025.355419700034,None,n,0.8885436002165079,1025.355419700034,None,0.8885436002165079,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,135,0,135,0,,,,,,,,,,,,,,,,,,,,,,1029.3549902001396,None,,,,,,,,,,,,,,,,,,education,177,136,aloud,new,null,1026.7723628999665,None,1026.7723628999665,None,1,1.8557031992822886,1026.7723628999665,None,1.8557031992822886,1028.6560473004356,None,1029.1596229998395,None,1029.1596229998395,None,n,0.17231359984725714,1029.1596229998395,None,0.17231359984725714,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,136,0,136,0,,,,,,,,,,,,,,,,,,,,,,1032.2079466003925,None,,,,,,,,,,,,,,,,,,review,32,137,aloud,old,blue,1029.8677625004202,None,1029.8677625004202,None,1,1.6082459995523095,1029.8677625004202,None,1.6082459995523095,1031.513606700115,None,1032.0245320005342,None,1032.0245320005342,None,n,0.1554045006632805,1032.0245320005342,None,0.1554045006632805,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,137,0,137,0,,,,,,,,,,,,,,,,,,,,,,1034.9272763002664,None,,,,,,,,,,,,,,,,,,mankind,128,138,aloud,new,null,1032.721391200088,None,1032.721391200088,None,1,1.54654430039227,1032.721391200088,None,1.54654430039227,1034.2944069001824,None,1034.7986653000116,None,1034.7986653000116,None,n,0.10931059997528791,1034.7986653000116,None,0.10931059997528791,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,138,0,138,0,,,,,,,,,,,,,,,,,,,,,,1038.063756399788,None,,,,,,,,,,,,,,,,,,split,36,139,aloud,old,blue,1035.4421148998663,None,1035.4421148998663,None,3,1.6976664997637272,1035.4421148998663,None,1.6976664997637272,1037.164076199755,None,1037.6679432000965,None,1037.6679432000965,None,n,0.3758777994662523,1037.6679432000965,None,0.3758777994662523,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,139,0,139,0,,,,,,,,,,,,,,,,,,,,,,1042.887155899778,None,,,,,,,,,,,,,,,,,,region,98,140,aloud,new,null,1038.5730793997645,None,1038.5730793997645,None,3,3.406898600049317,1038.5730793997645,None,3.406898600049317,1042.0078883999959,None,1042.5183242997155,None,1042.5183242997155,None,n,0.3497112998738885,1042.5183242997155,None,0.3497112998738885,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,140,0,140,0,,,,,,,,,,,,,,,,,,,,,,1046.9559935005382,None,,,,,,,,,,,,,,,,,,nature,100,141,aloud,new,null,1043.4061839003116,None,1043.4061839003116,None,2,2.8217096999287605,1043.4061839003116,None,2.8217096999287605,1046.2595485001802,None,1046.7724655997008,None,1046.7724655997008,None,n,0.15943950042128563,1046.7724655997008,None,0.15943950042128563,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,141,0,141,0,,,,,,,,,,,,,,,,,,,,,,1051.2769806999713,None,,,,,,,,,,,,,,,,,,majority,44,142,aloud,old,blue,1047.4637887999415,None,1047.4637887999415,None,5,3.0120598999783397,1047.4637887999415,None,3.0120598999783397,1050.4940667999908,None,1050.9971809005365,None,1050.9971809005365,None,f,0.26274019945412874,1050.9971809005365,None,0.26274019945412874,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,142,0,142,0,,,,,,,,,,,,,,,,,,,,,,1053.9477582005784,None,,,,,,,,,,,,,,,,,,vision,94,143,aloud,new,null,1051.7798506999388,None,1051.7798506999388,None,2,1.5201654992997646,1051.7798506999388,None,1.5201654992997646,1053.3366531999782,None,1053.84985730052,None,1053.84985730052,None,n,0.06612319964915514,1053.84985730052,None,0.06612319964915514,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,143,0,143,0,,,,,,,,,,,,,,,,,,,,,,1056.5991102997214,None,,,,,,,,,,,,,,,,,,voice,71,144,aloud,old,red,1054.4636586001143,None,1054.4636586001143,None,1,1.4203137001022696,1054.4636586001143,None,1.4203137001022696,1055.9196744998917,None,1056.4391478002071,None,1056.4391478002071,None,n,0.13278960064053535,1056.4391478002071,None,0.13278960064053535,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,144,0,144,0,,,,,,,,,,,,,,,,,,,,,,1061.2227912005037,None,,,,,,,,,,,,,,,,,,generation,43,145,aloud,old,blue,1057.1152758998796,None,1057.1152758998796,None,4,3.456566500477493,1057.1152758998796,None,3.456566500477493,1060.6035738997161,None,1061.1089540002868,None,1061.1089540002868,None,f,0.08697339985519648,1061.1089540002868,None,0.08697339985519648,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,145,0,145,0,,,,,,,,,,,,,,,,,,,,,,1066.0417081005871,None,,,,,,,,,,,,,,,,,,sound,16,146,aloud,old,yellow,1061.7464586999267,None,1061.7464586999267,None,4,3.6173465996980667,1061.7464586999267,None,3.6173465996980667,1065.39281710051,None,1065.908332400024,None,1065.908332400024,None,f,0.1035732002928853,1065.908332400024,None,0.1035732002928853,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,146,0,146,0,,,,,,,,,,,,,,,,,,,,,,1068.814908100292,None,,,,,,,,,,,,,,,,,,strain,37,147,aloud,old,blue,1066.5470404000953,None,1066.5470404000953,None,4,1.632824500091374,1066.5470404000953,None,1.632824500091374,1068.2145651997998,None,1068.7327351998538,None,1068.7327351998538,None,f,0.06334479991346598,1068.7327351998538,None,0.06334479991346598,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,147,0,147,0,,,,,,,,,,,,,,,,,,,,,,1074.418980400078,None,,,,,,,,,,,,,,,,,,account,102,148,aloud,new,null,1069.3327114004642,None,1069.3327114004642,None,3,4.367130500264466,1069.3327114004642,None,4.367130500264466,1073.7168664000928,None,1074.2166643003002,None,1074.2166643003002,None,n,0.1711122002452612,1074.2166643003002,None,0.1711122002452612,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,148,0,148,0,,,,,,,,,,,,,,,,,,,,,,1077.7721059005708,None,,,,,,,,,,,,,,,,,,commercial,103,149,aloud,new,null,1074.9343004999682,None,1074.9343004999682,None,2,2.1816266998648643,1074.9343004999682,None,2.1816266998648643,1077.1407369999215,None,1077.653445799835,None,1077.653445799835,None,n,0.09446119982749224,1077.653445799835,None,0.09446119982749224,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,149,0,149,0,,,,,,,,,,,,,,,,,,,,,,1081.144701300189,None,,,,,,,,,,,,,,,,,,rural,86,150,aloud,old,red,1078.3038512999192,None,1078.3038512999192,None,6,1.6599639998748899,1078.3038512999192,None,1.6599639998748899,1079.989089800045,None,1080.4928088001907,None,1080.4928088001907,None,r,0.6231925003230572,1080.4928088001907,None,0.6231925003230572,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,150,0,150,0,,,,,,,,,,,,,,,,,,,,,,1084.5305783003569,None,,,,,,,,,,,,,,,,,,ground,51,151,aloud,old,blue,1081.6632821001112,None,1081.6632821001112,None,1,1.5806614002212882,1081.6632821001112,None,1.5806614002212882,1083.2659394005314,None,1083.7789794998243,None,1083.7789794998243,None,n,0.7209159005433321,1083.7789794998243,None,0.7209159005433321,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,151,0,151,0,,,,,,,,,,,,,,,,,,,,,,1088.0135655999184,None,,,,,,,,,,,,,,,,,,hearing,158,152,aloud,new,null,1085.0459610000253,None,1085.0459610000253,None,1,2.30187280010432,1085.0459610000253,None,2.30187280010432,1087.3628420000896,None,1087.865497900173,None,1087.865497900173,None,n,0.13032120000571012,1087.865497900173,None,0.13032120000571012,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,1092.267718899995,None,,,,,,,,,,,,,,,,,,reach,132,153,aloud,new,null,1088.5322334002703,None,1088.5322334002703,None,1,2.927569999359548,1088.5322334002703,None,2.927569999359548,1091.484617399983,None,1091.9844118999317,None,1091.9844118999317,None,n,0.25943899992853403,1091.9844118999317,None,0.25943899992853403,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,1096.426554299891,None,,,,,,,,,,,,,,,,,,salary,23,154,aloud,old,yellow,1092.7843689005822,None,1092.7843689005822,None,5,2.8435153998434544,1092.7843689005822,None,2.8435153998434544,1095.660563500598,None,1096.1756271002814,None,1096.1756271002814,None,f,0.2281742999330163,1096.1756271002814,None,0.2281742999330163,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,1100.1421405002475,None,,,,,,,,,,,,,,,,,,range,80,155,aloud,old,red,1096.948603699915,None,1096.948603699915,None,4,2.5752379996702075,1096.948603699915,None,2.5752379996702075,1099.5465580997989,None,1100.0628642998636,None,1100.0628642998636,None,f,0.060911500826478004,1100.0628642998636,None,0.060911500826478004,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,1103.1787076005712,None,,,,,,,,,,,,,,,,,,curve,96,156,aloud,new,null,1100.6527872998267,None,1100.6527872998267,None,1,1.7510247994214296,1100.6527872998267,None,1.7510247994214296,1102.4293164005503,None,1102.9312299005687,None,1102.9312299005687,None,n,0.22456829994916916,1102.9312299005687,None,0.22456829994916916,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,1106.4195325002074,None,,,,,,,,,,,,,,,,,,literature,82,157,aloud,old,red,1103.6876833001152,None,1103.6876833001152,None,6,1.9481328995898366,1103.6876833001152,None,1.9481328995898366,1105.6651530005038,None,1106.1679157000035,None,1106.1679157000035,None,r,0.22808939963579178,1106.1679157000035,None,0.22808939963579178,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,1109.3528522998095,None,,,,,,,,,,,,,,,,,,staff,134,158,aloud,new,null,1106.9425705997273,None,1106.9425705997273,None,2,1.6851252000778913,1106.9425705997273,None,1.6851252000778913,1108.6580132003874,None,1109.167980399914,None,1109.167980399914,None,n,0.16386050079017878,1109.167980399914,None,0.16386050079017878,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,1112.3045169003308,None,,,,,,,,,,,,,,,,,,track,63,159,aloud,old,red,1109.8600209001452,None,1109.8600209001452,None,3,1.7756952000781894,1109.8600209001452,None,1.7756952000781894,1111.6557991001755,None,1112.1778223998845,None,1112.1778223998845,None,n,0.09806760028004646,1112.1778223998845,None,0.09806760028004646,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,1115.3575640004128,None,,,,,,,,,,,,,,,,,,comfort,93,160,aloud,new,null,1112.8105333000422,None,1112.8105333000422,None,3,1.929212899878621,1112.8105333000422,None,1.929212899878621,1114.758152000606,None,1115.2635019998997,None,1115.2635019998997,None,n,0.06830679997801781,1115.2635019998997,None,0.06830679997801781,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,1118.2271167002618,None,,,,,,,,,,,,,,,,,,collection,148,161,aloud,new,null,1115.8667852999642,None,1115.8667852999642,None,1,1.6491312002763152,1115.8667852999642,None,1.6491312002763152,1117.5538757005706,None,1118.0603160997853,None,1118.0603160997853,None,n,0.1514617996290326,1118.0603160997853,None,0.1514617996290326,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,1122.547991500236,None,,,,,,,,,,,,,,,,,,distance,162,162,aloud,new,null,1118.7376449005678,None,1118.7376449005678,None,2,3.2341438001021743,1118.7376449005678,None,3.2341438001021743,1121.9987118998542,None,1122.5032593002543,None,1122.5032593002543,None,n,0.0284877996891737,1122.5032593002543,None,0.0284877996891737,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,1125.1172505998984,None,,,,,,,,,,,,,,,,,,pattern,53,163,aloud,old,blue,1123.0604904005304,None,1123.0604904005304,None,2,1.4472864996641874,1123.0604904005304,None,1.4472864996641874,1124.534695699811,None,1125.0405254997313,None,1125.0405254997313,None,n,0.05135810002684593,1125.0405254997313,None,0.05135810002684593,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,1128.3871611999348,None,,,,,,,,,,,,,,,,,,discussion,176,164,aloud,new,null,1125.6282865004614,None,1125.6282865004614,None,3,2.1354737002402544,1125.6282865004614,None,2.1354737002402544,1127.7884849002585,None,1128.3079161997885,None,1128.3079161997885,None,n,0.04800119996070862,1128.3079161997885,None,0.04800119996070862,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,1131.4588286001235,None,,,,,,,,,,,,,,,,,,death,130,165,aloud,new,null,1128.8892807001248,None,1128.8892807001248,None,1,1.826468799263239,1128.8892807001248,None,1.826468799263239,1130.7404525000602,None,1131.244608500041,None,1131.244608500041,None,n,0.19118699990212917,1131.244608500041,None,0.19118699990212917,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,1134.1968940002844,None,,,,,,,,,,,,,,,,,,pretty,87,166,aloud,old,red,1131.976157899946,None,1131.976157899946,None,6,1.5476720994338393,1131.976157899946,None,1.5476720994338393,1133.5474685998634,None,1134.062695200555,None,1134.062695200555,None,r,0.1093161003664136,1134.062695200555,None,0.1093161003664136,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,1136.9624581998214,None,,,,,,,,,,,,,,,,,,treatment,50,167,aloud,old,blue,1134.710246000439,None,1134.710246000439,None,3,1.621525600552559,1134.710246000439,None,1.621525600552559,1136.3722424004227,None,1136.879152700305,None,1136.879152700305,None,n,0.06052390020340681,1136.879152700305,None,0.06052390020340681,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,1140.5992980003357,None,,,,,,,,,,,,,,,,,,figure,142,168,aloud,new,null,1137.4691687002778,None,1137.4691687002778,None,2,1.6864705998450518,1137.4691687002778,None,1.6864705998450518,1139.1813470004126,None,1139.690430100076,None,1139.690430100076,None,n,0.889308700338006,1139.690430100076,None,0.889308700338006,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,1143.0852393005043,None,,,,,,,,,,,,,,,,,,trend,150,169,aloud,new,null,1141.1085582999513,None,1141.1085582999513,None,1,1.3751398995518684,1141.1085582999513,None,1.3751398995518684,1142.5012563001364,None,1143.005833500065,None,1143.005833500065,None,n,0.053854900412261486,1143.005833500065,None,0.053854900412261486,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,1145.5707892002538,None,,,,,,,,,,,,,,,,,,partner,81,170,aloud,old,red,1143.58884590026,None,1143.58884590026,None,6,1.3669648002833128,1143.58884590026,None,1.3669648002833128,1144.9878348996863,None,1145.4934309003875,None,1145.4934309003875,None,r,0.04633700009435415,1145.4934309003875,None,0.04633700009435415,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,170,0,170,0,,,,,,,,,,,,,,,,,,,,,,1148.4905262002721,None,,,,,,,,,,,,,,,,,,error,45,171,aloud,old,blue,1146.0781485000625,None,1146.0781485000625,None,6,1.2855668999254704,1146.0781485000625,None,1.2855668999254704,1147.391746500507,None,1147.9067700998858,None,1147.9067700998858,None,r,0.5609714994207025,1147.9067700998858,None,0.5609714994207025,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,171,0,171,0,,,,,,,,,,,,,,,,,,,,,,1151.0597354006022,None,,,,,,,,,,,,,,,,,,breath,38,172,aloud,old,blue,1148.9960671002045,None,1148.9960671002045,None,4,1.4956649001687765,1148.9960671002045,None,1.4956649001687765,1150.5092855999246,None,1151.0102224005386,None,1151.0102224005386,None,f,0.03344529960304499,1151.0102224005386,None,0.03344529960304499,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,172,0,172,0,,,,,,,,,,,,,,,,,,,,,,1153.9460239000618,None,,,,,,,,,,,,,,,,,,debate,55,173,aloud,old,blue,1151.563083300367,None,1151.563083300367,None,6,1.3207903997972608,1151.563083300367,None,1.3207903997972608,1152.9157926002517,None,1153.428903600201,None,1153.428903600201,None,r,0.48681019991636276,1153.428903600201,None,0.48681019991636276,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,173,0,173,0,,,,,,,,,,,,,,,,,,,,,,1156.9489844003692,None,,,,,,,,,,,,,,,,,,judge,110,174,aloud,new,null,1154.457830999978,None,1154.457830999978,None,4,1.8420420000329614,1154.457830999978,None,1.8420420000329614,1156.324809600599,None,1156.83570769988,None,1156.83570769988,None,f,0.08796169981360435,1156.83570769988,None,0.08796169981360435,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,174,0,174,0,,,,,,,,,,,,,,,,,,,,,,1160.4357371004298,None,,,,,,,,,,,,,,,,,,course,85,175,aloud,old,red,1157.4596891999245,None,1157.4596891999245,None,5,2.264105800539255,1157.4596891999245,None,2.264105800539255,1159.7586395004764,None,1160.2734083998948,None,1160.2734083998948,None,f,0.13829629961401224,1160.2734083998948,None,0.13829629961401224,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,175,0,175,0,,,,,,,,,,,,,,,,,,,,,,1163.3918096004054,None,,,,,,,,,,,,,,,,,,government,160,176,aloud,new,null,1160.9467775998637,None,1160.9467775998637,None,3,1.880851499736309,1160.9467775998637,None,1.880851499736309,1162.856746500358,None,1163.3757321005687,None,1163.3757321005687,None,n,0.003977700136601925,1163.3757321005687,None,0.003977700136601925,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,176,0,176,0,,,,,,,,,,,,,,,,,,,,,,1166.3927087001503,None,,,,,,,,,,,,,,,,,,search,5,177,aloud,old,yellow,1163.915463800542,None,1163.915463800542,None,2,1.8241709005087614,1163.915463800542,None,1.8241709005087614,1165.7612087000161,None,1166.28615109995,None,1166.28615109995,None,n,0.07766239996999502,1166.28615109995,None,0.07766239996999502,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,177,0,177,0,,,,,,,,,,,,,,,,,,,,,,1168.9113165000454,None,,,,,,,,,,,,,,,,,,grade,155,178,aloud,new,null,1166.8961840998381,None,1166.8961840998381,None,2,1.419509899802506,1166.8961840998381,None,1.419509899802506,1168.3442700998858,None,1168.8441268997267,None,1168.8441268997267,None,n,0.047445000149309635,1168.8441268997267,None,0.047445000149309635,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,178,0,178,0,,,,,,,,,,,,,,,,,,,,,,1172.3644415000454,None,,,,,,,,,,,,,,,,,,tragedy,34,179,aloud,old,blue,1169.4119362998754,None,1169.4119362998754,None,3,2.3357092002406716,1169.4119362998754,None,2.3357092002406716,1171.773063399829,None,1172.2823938000947,None,1172.2823938000947,None,n,0.05732640065252781,1172.2823938000947,None,0.05732640065252781,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,179,0,179,0,,,,,,,,,,,,,,,,,,,,,,1177.8207767000422,None,,,,,,,,,,,,,,,,,,period,54,180,aloud,old,blue,1172.8681906005368,None,1172.8681906005368,None,3,4.287667999975383,1172.8681906005368,None,4.287667999975383,1177.1894404003397,None,1177.7031067004427,None,1177.7031067004427,None,n,0.10058670025318861,1177.7031067004427,None,0.10058670025318861,,,98Aloud,001,2022_Nov_28_1002,ProdSingRedoBetween,2021.2.3,59.97825170636562,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1178.3209667997435,None,,,,,,,
