StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.rt,keyStudy.started,keyStudy.stopped,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,2617.082484,None,,,,,,,,,,,,,,,,,,damage,108,116,silent,new,null,2612.879001,None,2612.879001,None,2,3.3240706,2612.879001,None,3.3240706,2616.232233,None,2616.737772,None,2616.737772,None,n,0.3212499,2616.737772,None,0.3212499,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,2625.757409,None,,,,,,,,,,,,,,,,,,rough,177,117,silent,new,null,2617.584334,None,2617.584334,None,2,7.1711983,2617.584334,None,7.1711983,2624.7938,None,2625.307397,None,2625.307397,None,f,0.423509,2625.307397,None,0.423509,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,2629.111029,None,,,,,,,,,,,,,,,,,,answer,73,118,silent,old,red,2626.279799,None,2626.279799,None,5,1.899175,2626.279799,None,1.899175,2628.211141,None,2628.717118,None,2628.717118,None,r,0.3658379,2628.717118,None,0.3658379,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,2638.587274,None,,,,,,,,,,,,,,,,,,cover,102,119,silent,new,null,2629.618055,None,2629.618055,None,2,7.1290055,2629.618055,None,7.1290055,2636.776957,None,2637.292274,None,2637.292274,None,f,1.2706971,2637.292274,None,1.2706971,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,2641.289943,None,,,,,,,,,,,,,,,,,,chief,90,120,silent,new,null,2639.090062,None,2639.090062,None,1,1.569068,2639.090062,None,1.569068,2640.690234,None,2641.189936,None,2641.189936,None,n,0.0690225,2641.189936,None,0.0690225,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,120,0,120,0,,,,,,,,,,,,,,,,,,,,,,2646.828652,None,,,,,,,,,,,,,,,,,,fight,171,121,silent,new,null,2641.79976,None,2641.79976,None,6,3.4991363,2641.79976,None,3.4991363,2645.329947,None,2645.844534,None,2645.844534,None,r,0.95861,2645.844534,None,0.95861,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,121,0,121,0,,,,,,,,,,,,,,,,,,,,,,2650.732395,None,,,,,,,,,,,,,,,,,,stand,106,122,silent,new,null,2647.339365,None,2647.339365,None,2,2.4235533,2647.339365,None,2.4235533,2649.78174,None,2650.286105,None,2650.286105,None,n,0.4208319,2650.286105,None,0.4208319,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,122,0,122,0,,,,,,,,,,,,,,,,,,,,,,2655.353717,None,,,,,,,,,,,,,,,,,,marriage,179,123,silent,new,null,2651.238851,None,2651.238851,None,1,3.1162078,2651.238851,None,3.1162078,2654.390521,None,2654.904761,None,2654.904761,None,n,0.4262018,2654.904761,None,0.4262018,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,123,0,123,0,,,,,,,,,,,,,,,,,,,,,,2663.795634,None,,,,,,,,,,,,,,,,,,raise,13,124,silent,old,yellow,2655.863987,None,2655.863987,None,5,6.074967,2655.863987,None,6.074967,2661.961879,None,2662.461023,None,2662.461023,None,r,1.3179284,2662.461023,None,1.3179284,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,124,0,124,0,,,,,,,,,,,,,,,,,,,,,,2666.765271,None,,,,,,,,,,,,,,,,,,tennis,62,125,silent,old,red,2664.303331,None,2664.303331,None,1,1.2116222,2664.303331,None,1.2116222,2665.531951,None,2666.035115,None,2666.035115,None,n,0.7117621,2666.035115,None,0.7117621,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,125,0,125,0,,,,,,,,,,,,,,,,,,,,,,2671.269622,None,,,,,,,,,,,,,,,,,,private,150,126,silent,new,null,2667.277454,None,2667.277454,None,5,3.3733826,2667.277454,None,3.3733826,2670.672601,None,2671.191312,None,2671.191312,None,r,0.0517815,2671.191312,None,0.0517815,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,126,0,126,0,,,,,,,,,,,,,,,,,,,,,,2674.890359,None,,,,,,,,,,,,,,,,,,object,34,127,silent,old,blue,2671.774084,None,2671.774084,None,5,2.396901,2671.774084,None,2.396901,2674.189189,None,2674.690509,None,2674.690509,None,f,0.1842896,2674.690509,None,0.1842896,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,127,0,127,0,,,,,,,,,,,,,,,,,,,,,,2680.545747,None,,,,,,,,,,,,,,,,,,short,147,128,silent,new,null,2675.390634,None,2675.390634,None,4,4.0842693,2675.390634,None,4.0842693,2679.495874,None,2679.995228,None,2679.995228,None,r,0.5278168,2679.995228,None,0.5278168,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,128,0,128,0,,,,,,,,,,,,,,,,,,,,,,2687.88632,None,,,,,,,,,,,,,,,,,,sleep,65,129,silent,old,red,2681.049323,None,2681.049323,None,3,6.0495682,2681.049323,None,6.0495682,2687.121355,None,2687.636251,None,2687.636251,None,f,0.2306447,2687.636251,None,0.2306447,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,129,0,129,0,,,,,,,,,,,,,,,,,,,,,,2690.689121,None,,,,,,,,,,,,,,,,,,figure,59,130,silent,old,yellow,2688.394711,None,2688.394711,None,6,1.7123202,2688.394711,None,1.7123202,2690.123146,None,2690.627008,None,2690.627008,None,r,0.0399113,2690.627008,None,0.0399113,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,130,0,130,0,,,,,,,,,,,,,,,,,,,,,,2694.009101,None,,,,,,,,,,,,,,,,,,pressure,24,131,silent,old,yellow,2691.198384,None,2691.198384,None,6,2.0284784,2691.198384,None,2.0284784,2693.24296,None,2693.742269,None,2693.742269,None,r,0.2366229,2693.742269,None,0.2366229,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,131,0,131,0,,,,,,,,,,,,,,,,,,,,,,2697.814571,None,,,,,,,,,,,,,,,,,,order,151,132,silent,new,null,2694.509701,None,2694.509701,None,4,2.2370342,2694.509701,None,2.2370342,2696.763267,None,2697.269065,None,2697.269065,None,f,0.525841,2697.269065,None,0.525841,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,132,0,132,0,,,,,,,,,,,,,,,,,,,,,,2702.233938,None,,,,,,,,,,,,,,,,,,portion,115,133,silent,new,null,2698.334636,None,2698.334636,None,2,3.0762444,2698.334636,None,3.0762444,2701.436014,None,2701.950462,None,2701.950462,None,n,0.2524582,2701.950462,None,0.2524582,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,133,0,133,0,,,,,,,,,,,,,,,,,,,,,,2706.571651,None,,,,,,,,,,,,,,,,,,incident,165,134,silent,new,null,2702.744693,None,2702.744693,None,6,2.7701441,2702.744693,None,2.7701441,2705.538218,None,2706.041216,None,2706.041216,None,r,0.5057355,2706.041216,None,0.5057355,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,134,0,134,0,,,,,,,,,,,,,,,,,,,,,,2714.479514,None,,,,,,,,,,,,,,,,,,second,1,135,silent,old,yellow,2707.078914,None,2707.078914,None,3,6.7320287,2707.078914,None,6.7320287,2713.832803,None,2714.346149,None,2714.346149,None,f,0.1127033,2714.346149,None,0.1127033,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,135,0,135,0,,,,,,,,,,,,,,,,,,,,,,2717.499218,None,,,,,,,,,,,,,,,,,,congress,142,136,silent,new,null,2714.987891,None,2714.987891,None,1,1.8389248,2714.987891,None,1.8389248,2716.850714,None,2717.365825,None,2717.365825,None,n,0.1090165,2717.365825,None,0.1090165,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,136,0,136,0,,,,,,,,,,,,,,,,,,,,,,2725.523929,None,,,,,,,,,,,,,,,,,,country,53,137,silent,old,blue,2718.013985,None,2718.013985,None,5,6.1487804,2718.013985,None,6.1487804,2724.190384,None,2724.695284,None,2724.695284,None,r,0.8035488,2724.695284,None,0.8035488,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,137,0,137,0,,,,,,,,,,,,,,,,,,,,,,2728.512264,None,,,,,,,,,,,,,,,,,,position,5,138,silent,old,yellow,2726.032057,None,2726.032057,None,5,1.8268147,2726.032057,None,1.8268147,2727.885112,None,2728.394896,None,2728.394896,None,r,0.087997,2728.394896,None,0.087997,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,138,0,138,0,,,,,,,,,,,,,,,,,,,,,,2733.448202,None,,,,,,,,,,,,,,,,,,entrance,127,139,silent,new,null,2729.036116,None,2729.036116,None,3,2.7426366,2729.036116,None,2.7426366,2731.797826,None,2732.297399,None,2732.297399,None,f,1.1214035,2732.297399,None,1.1214035,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,139,0,139,0,,,,,,,,,,,,,,,,,,,,,,2737.719334,None,,,,,,,,,,,,,,,,,,character,124,140,silent,new,null,2733.957321,None,2733.957321,None,2,2.9657275,2733.957321,None,2.9657275,2736.952374,None,2737.457768,None,2737.457768,None,f,0.2330266,2737.457768,None,0.2330266,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,140,0,140,0,,,,,,,,,,,,,,,,,,,,,,2741.773462,None,,,,,,,,,,,,,,,,,,employment,31,141,silent,old,blue,2738.225099,None,2738.225099,None,6,2.7057004,2738.225099,None,2.7057004,2740.957401,None,2741.473174,None,2741.473174,None,r,0.2815851,2741.473174,None,0.2815851,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,141,0,141,0,,,,,,,,,,,,,,,,,,,,,,2749.164104,None,,,,,,,,,,,,,,,,,,youth,79,142,silent,old,red,2742.277833,None,2742.277833,None,1,5.2689172,2742.277833,None,5.2689172,2747.56486,None,2748.082,None,2748.082,None,n,1.056785,2748.082,None,1.056785,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,142,0,142,0,,,,,,,,,,,,,,,,,,,,,,2754.903139,None,,,,,,,,,,,,,,,,,,center,89,143,silent,old,red,2749.671809,None,2749.671809,None,3,4.5789999,2749.671809,None,4.5789999,2754.269181,None,2754.76973,None,2754.76973,None,f,0.112964,2754.76973,None,0.112964,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,143,0,143,0,,,,,,,,,,,,,,,,,,,,,,2758.089767,None,,,,,,,,,,,,,,,,,,population,88,144,silent,old,red,2755.408784,None,2755.408784,None,6,1.8259872,2755.408784,None,1.8259872,2757.256518,None,2757.75621,None,2757.75621,None,r,0.3185673,2757.75621,None,0.3185673,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,144,0,144,0,,,,,,,,,,,,,,,,,,,,,,2761.009216,None,,,,,,,,,,,,,,,,,,agency,110,145,silent,new,null,2758.598039,None,2758.598039,None,1,1.7566948,2758.598039,None,1.7566948,2760.378272,None,2760.895627,None,2760.895627,None,n,0.0831303,2760.895627,None,0.0831303,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,145,0,145,0,,,,,,,,,,,,,,,,,,,,,,2765.029976,None,,,,,,,,,,,,,,,,,,story,158,146,silent,new,null,2761.515575,None,2761.515575,None,1,2.4791961,2761.515575,None,2.4791961,2764.01678,None,2764.541197,None,2764.541197,None,n,0.4694693,2764.541197,None,0.4694693,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,146,0,146,0,,,,,,,,,,,,,,,,,,,,,,2768.7336,None,,,,,,,,,,,,,,,,,,profession,107,147,silent,new,null,2765.530416,None,2765.530416,None,2,2.3362423,2765.530416,None,2.3362423,2767.884335,None,2768.400025,None,2768.400025,None,f,0.3147369,2768.400025,None,0.3147369,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,147,0,147,0,,,,,,,,,,,,,,,,,,,,,,2771.569868,None,,,,,,,,,,,,,,,,,,executive,92,148,silent,new,null,2769.247338,None,2769.247338,None,1,1.683415,2769.247338,None,1.683415,2770.958592,None,2771.469871,None,2771.469871,None,n,0.084873,2771.469871,None,0.084873,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,148,0,148,0,,,,,,,,,,,,,,,,,,,,,,2776.742035,None,,,,,,,,,,,,,,,,,,thing,29,149,silent,old,blue,2772.076426,None,2772.076426,None,4,4.0224233,2772.076426,None,4.0224233,2776.128696,None,2776.64405,None,2776.64405,None,f,0.0708646,2776.64405,None,0.0708646,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,149,0,149,0,,,,,,,,,,,,,,,,,,,,,,2781.679861,None,,,,,,,,,,,,,,,,,,society,44,150,silent,old,blue,2777.246162,None,2777.246162,None,5,3.6125742,2777.246162,None,3.6125742,2780.881248,None,2781.401439,None,2781.401439,None,r,0.2493059,2781.401439,None,0.2493059,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,150,0,150,0,,,,,,,,,,,,,,,,,,,,,,2784.466035,None,,,,,,,,,,,,,,,,,,shear,95,151,silent,new,null,2782.195648,None,2782.195648,None,1,1.6230098,2782.195648,None,1.6230098,2783.849971,None,2784.354524,None,2784.354524,None,n,0.0961957,2784.354524,None,0.0961957,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,151,0,151,0,,,,,,,,,,,,,,,,,,,,,,2788.152966,None,,,,,,,,,,,,,,,,,,vision,60,152,silent,old,red,2784.979622,None,2784.979622,None,3,2.4951509,2784.979622,None,2.4951509,2787.509362,None,2788.020791,None,2788.020791,None,f,0.1019219,2788.020791,None,0.1019219,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,152,0,152,0,,,,,,,,,,,,,,,,,,,,,,2793.574825,None,,,,,,,,,,,,,,,,,,nature,121,153,silent,new,null,2788.659542,None,2788.659542,None,6,2.9513499,2788.659542,None,2.9513499,2791.64498,None,2792.157085,None,2792.157085,None,r,1.3896323,2792.157085,None,1.3896323,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,153,0,153,0,,,,,,,,,,,,,,,,,,,,,,2796.581102,None,,,,,,,,,,,,,,,,,,medicine,50,154,silent,old,blue,2794.089576,None,2794.089576,None,6,1.8011154,2794.089576,None,1.8011154,2795.911515,None,2796.416928,None,2796.416928,None,r,0.1458701,2796.416928,None,0.1458701,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,154,0,154,0,,,,,,,,,,,,,,,,,,,,,,2799.517888,None,,,,,,,,,,,,,,,,,,bureau,14,155,silent,old,yellow,2797.104467,None,2797.104467,None,6,1.778378,2797.104467,None,1.778378,2798.91543,None,2799.437818,None,2799.437818,None,r,0.0610737,2799.437818,None,0.0610737,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,155,0,155,0,,,,,,,,,,,,,,,,,,,,,,2802.917692,None,,,,,,,,,,,,,,,,,,appeal,94,156,silent,new,null,2800.037393,None,2800.037393,None,2,2.1892776,2800.037393,None,2.1892776,2802.251789,None,2802.751134,None,2802.751134,None,f,0.1475794,2802.751134,None,0.1475794,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,156,0,156,0,,,,,,,,,,,,,,,,,,,,,,2808.489923,None,,,,,,,,,,,,,,,,,,goose,105,157,silent,new,null,2803.433103,None,2803.433103,None,3,4.4497559,2803.433103,None,4.4497559,2807.910979,None,2808.423314,None,2808.423314,None,f,0.0354482,2808.423314,None,0.0354482,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,157,0,157,0,,,,,,,,,,,,,,,,,,,,,,2811.493871,None,,,,,,,,,,,,,,,,,,revolution,162,158,silent,new,null,2809.00168,None,2809.00168,None,1,1.8009686,2809.00168,None,1.8009686,2810.83877,None,2811.347796,None,2811.347796,None,n,0.1268153,2811.347796,None,0.1268153,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,158,0,158,0,,,,,,,,,,,,,,,,,,,,,,2814.179008,None,,,,,,,,,,,,,,,,,,mankind,91,159,silent,new,null,2811.995088,None,2811.995088,None,1,1.5195731,2811.995088,None,1.5195731,2813.545957,None,2814.051336,None,2814.051336,None,n,0.1114031,2814.051336,None,0.1114031,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,159,0,159,0,,,,,,,,,,,,,,,,,,,,,,2817.482117,None,,,,,,,,,,,,,,,,,,company,52,160,silent,old,blue,2814.689556,None,2814.689556,None,3,2.1050882,2814.689556,None,2.1050882,2816.816185,None,2817.320619,None,2817.320619,None,f,0.1380493,2817.320619,None,0.1380493,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,160,0,160,0,,,,,,,,,,,,,,,,,,,,,,2820.852345,None,,,,,,,,,,,,,,,,,,addition,120,161,silent,new,null,2817.987178,None,2817.987178,None,1,2.0074903,2817.987178,None,2.0074903,2820.022873,None,2820.535509,None,2820.535509,None,n,0.2911634,2820.535509,None,0.2911634,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,161,0,161,0,,,,,,,,,,,,,,,,,,,,,,2824.88948,None,,,,,,,,,,,,,,,,,,search,45,162,silent,old,blue,2821.365129,None,2821.365129,None,3,2.8775429,2821.365129,None,2.8775429,2824.273284,None,2824.772754,None,2824.772754,None,f,0.0857878,2824.772754,None,0.0857878,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,162,0,162,0,,,,,,,,,,,,,,,,,,,,,,2827.827773,None,,,,,,,,,,,,,,,,,,republic,163,163,silent,new,null,2825.390164,None,2825.390164,None,1,1.6765023,2825.390164,None,1.6765023,2827.093073,None,2827.599713,None,2827.599713,None,n,0.2029491,2827.599713,None,0.2029491,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,163,0,163,0,,,,,,,,,,,,,,,,,,,,,,2830.495249,None,,,,,,,,,,,,,,,,,,safety,135,164,silent,new,null,2828.353285,None,2828.353285,None,1,1.2733339,2828.353285,None,1.2733339,2829.646863,None,2830.16174,None,2830.16174,None,n,0.3131811,2830.16174,None,0.3131811,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,164,0,164,0,,,,,,,,,,,,,,,,,,,,,,2833.880477,None,,,,,,,,,,,,,,,,,,plane,112,165,silent,new,null,2831.006022,None,2831.006022,None,1,1.700602,2831.006022,None,1.700602,2832.733981,None,2833.250239,None,2833.250239,None,n,0.6003815,2833.250239,None,0.6003815,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,165,0,165,0,,,,,,,,,,,,,,,,,,,,,,2836.534595,None,,,,,,,,,,,,,,,,,,universal,100,166,silent,new,null,2834.397468,None,2834.397468,None,2,1.4853562,2834.397468,None,1.4853562,2835.911114,None,2836.4179,None,2836.4179,None,n,0.0967324,2836.4179,None,0.0967324,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,166,0,166,0,,,,,,,,,,,,,,,,,,,,,,2839.887889,None,,,,,,,,,,,,,,,,,,front,4,167,silent,old,yellow,2837.045332,None,2837.045332,None,3,2.2213597,2837.045332,None,2.2213597,2839.293368,None,2839.804506,None,2839.804506,None,f,0.054153,2839.804506,None,0.054153,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,167,0,167,0,,,,,,,,,,,,,,,,,,,,,,2843.975321,None,,,,,,,,,,,,,,,,,,whole,119,168,silent,new,null,2840.388457,None,2840.388457,None,1,2.7901872,2840.388457,None,2.7901872,2843.208898,None,2843.708314,None,2843.708314,None,n,0.2463015,2843.708314,None,0.2463015,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,168,0,168,0,,,,,,,,,,,,,,,,,,,,,,2851.93328,None,,,,,,,,,,,,,,,,,,payment,118,169,silent,new,null,2844.47569,None,2844.47569,None,2,4.1669272,2844.47569,None,4.1669272,2848.664545,None,2849.168369,None,2849.168369,None,r,2.7381513,2849.168369,None,2.7381513,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,169,0,169,0,,,,,,,,,,,,,,,,,,,,,,2861.576184,None,,,,,,,,,,,,,,,,,,contract,113,170,silent,new,null,2852.440885,None,2852.440885,None,3,8.3616948,2852.440885,None,8.3616948,2860.826454,None,2861.326197,None,2861.326197,None,f,0.2283892,2861.326197,None,0.2283892,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,170,0,170,0,,,,,,,,,,,,,,,,,,,,,,2865.780481,None,,,,,,,,,,,,,,,,,,still,71,171,silent,old,red,2862.0841,None,2862.0841,None,1,1.3503856,2862.0841,None,1.3503856,2863.467574,None,2863.978752,None,2863.978752,None,n,1.7758289,2863.978752,None,1.7758289,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,171,0,171,0,,,,,,,,,,,,,,,,,,,,,,2868.254342,None,,,,,,,,,,,,,,,,,,material,109,172,silent,new,null,2866.295787,None,2866.295787,None,1,1.2508715,2866.295787,None,1.2508715,2867.570789,None,2868.082715,None,2868.082715,None,n,0.1438992,2868.082715,None,0.1438992,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,172,0,172,0,,,,,,,,,,,,,,,,,,,,,,2874.943779,None,,,,,,,,,,,,,,,,,,trial,146,173,silent,new,null,2868.768635,None,2868.768635,None,3,4.5779396,2868.768635,None,4.5779396,2873.375945,None,2873.895741,None,2873.895741,None,f,1.0187336,2873.895741,None,1.0187336,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,173,0,173,0,,,,,,,,,,,,,,,,,,,,,,2881.095679,None,,,,,,,,,,,,,,,,,,brief,19,174,silent,old,yellow,2875.45893,None,2875.45893,None,5,4.0476327,2875.45893,None,4.0476327,2879.528122,None,2880.036906,None,2880.036906,None,r,1.0296668,2880.036906,None,1.0296668,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,174,0,174,0,,,,,,,,,,,,,,,,,,,,,,2886.851506,None,,,,,,,,,,,,,,,,,,trash,149,175,silent,new,null,2881.610294,None,2881.610294,None,2,2.6322338,2881.610294,None,2.6322338,2884.267698,None,2884.782684,None,2884.782684,None,f,2.051821,2884.782684,None,2.051821,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,175,0,175,0,,,,,,,,,,,,,,,,,,,,,,2891.98986,None,,,,,,,,,,,,,,,,,,design,141,176,silent,new,null,2887.352876,None,2887.352876,None,5,2.3696712,2887.352876,None,2.3696712,2889.738851,None,2890.243229,None,2890.243229,None,r,1.7272972,2890.243229,None,1.7272972,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,176,0,176,0,,,,,,,,,,,,,,,,,,,,,,2899.914467,None,,,,,,,,,,,,,,,,,,salary,123,177,silent,new,null,2892.501562,None,2892.501562,None,1,6.676897,2892.501562,None,6.676897,2899.197174,None,2899.702613,None,2899.702613,None,n,0.1958593,2899.702613,None,0.1958593,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,177,0,177,0,,,,,,,,,,,,,,,,,,,,,,2905.536449,None,,,,,,,,,,,,,,,,,,corner,144,178,silent,new,null,2900.423684,None,2900.423684,None,5,3.0347027,2900.423684,None,3.0347027,2903.484418,None,2903.989243,None,2903.989243,None,r,1.5171651,2903.989243,None,1.5171651,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
,,,,178,0,178,0,,,,,,,,,,,,,,,,,,,,,,2914.912559,None,,,,,,,,,,,,,,,,,,trail,33,179,silent,old,blue,2906.051347,None,2906.051347,None,3,8.1431246,2906.051347,None,8.1431246,2914.211954,None,2914.71252,None,2914.71252,None,f,0.1778979,2914.71252,None,0.1778979,,,Oct28Silent1,67,2022_Oct_28_1457,ProdSingRedoBetween,2021.2.3,59.97835975
