StudyLoop.thisRepN,StudyLoop.thisTrialN,StudyLoop.thisN,StudyLoop.thisIndex,TestLoop.thisRepN,TestLoop.thisTrialN,TestLoop.thisN,TestLoop.thisIndex,textCondition.started,textCondition.stopped,keyCondition.keys,keyCondition.rt,keyCondition.started,keyCondition.stopped,Condition,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textAloud.started,textAloud.stopped,textSilent.started,textSilent.stopped,textSing.started,textSing.stopped,conditional_text.started,conditional_text.stopped,textBlank500.started,textBlank500.stopped,study_word,study_num,study_order,study_type,word_color,textStudy.started,textStudy.stopped,keyStudy.keys,keyStudy.started,keyStudy.stopped,keyStudy.rt,textTestInstructions.started,textTestInstructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,test_word,test_num,test_order,test_condition,old_new_test,test_word_original_color,textConf.started,textConf.stopped,textConfScale.started,textConfScale.stopped,keyConf.keys,keyConf.rt,keyConf.started,keyConf.stopped,confidence response time,textTestBlank.started,textTestBlank.stopped,textRKN.started,textRKN.stopped,textRKNScale.started,textRKNScale.stopped,keyRKN.keys,keyRKN.rt,keyRKN.started,keyRKN.stopped,rkn response time,textEnd.started,textEnd.stopped,participant,session,date,expName,psychopyVersion,frameRate
33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,1854.459833,None,little,31,34,silent,blue,1852.459706,None,None,1852.459706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,1856.962405,None,whole,88,35,silent,red,1854.960414,None,None,1854.960414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,1859.4649,None,error,25,36,silent,yellow,1857.46314,None,None,1857.46314,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,1861.984225,None,payment,1,37,silent,yellow,1859.971763,None,None,1859.971763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,1864.502857,None,agency,69,38,silent,red,1862.488166,None,None,1862.488166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,1867.005641,None,vision,60,39,silent,red,1865.006532,None,None,1865.006532,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,1869.508114,None,society,23,40,silent,yellow,1867.506159,None,None,1867.506159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,1872.02728,None,month,6,41,silent,yellow,1870.013608,None,None,1870.013608,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,1874.546589,None,tough,26,42,silent,yellow,1872.531365,None,None,1872.531365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,1877.065799,None,marriage,72,43,silent,red,1875.054929,None,None,1875.054929,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,1879.568234,None,straight,2,44,silent,yellow,1877.566269,None,None,1877.566269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,1882.070868,None,thick,55,45,silent,blue,1880.070048,None,None,1880.070048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,1884.589619,None,question,67,46,silent,red,1882.579465,None,None,1882.579465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,1887.092378,None,rural,15,47,silent,yellow,1885.09023,None,None,1885.09023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,1889.61157,None,right,75,48,silent,red,1887.596344,None,None,1887.596344,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,1892.114123,None,gesture,53,49,silent,blue,1890.11186,None,None,1890.11186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,1894.616221,None,notice,39,50,silent,blue,1892.615131,None,None,1892.615131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,1897.135765,None,welcome,17,51,silent,yellow,1895.121776,None,None,1895.121776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,1899.63823,None,provision,52,52,silent,blue,1897.637411,None,None,1897.637411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,1902.140761,None,period,21,53,silent,yellow,1900.139509,None,None,1900.139509,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,1904.643232,None,science,73,54,silent,red,1902.641039,None,None,1902.641039,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,1907.162431,None,comedy,42,55,silent,blue,1905.147991,None,None,1905.147991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,1909.664936,None,taste,41,56,silent,blue,1907.662958,None,None,1907.662958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,1912.167288,None,measure,19,57,silent,yellow,1910.165397,None,None,1910.165397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,1914.686611,None,device,35,58,silent,blue,1912.67372,None,None,1912.67372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,1917.189017,None,place,37,59,silent,blue,1915.18683,None,None,1915.18683,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,1919.708343,None,household,81,60,silent,red,1917.694105,None,None,1917.694105,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,1922.210765,None,instrument,45,61,silent,blue,1920.211272,None,None,1920.211272,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,1924.714857,None,medicine,8,62,silent,yellow,1922.711252,None,None,1922.711252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,1927.249087,None,number,65,63,silent,red,1925.236757,None,None,1925.236757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,1929.751595,None,strain,63,64,silent,red,1927.750922,None,None,1927.750922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,1932.254127,None,clear,16,65,silent,yellow,1930.254036,None,None,1930.254036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,1934.756358,None,symbol,47,66,silent,blue,1932.757353,None,None,1932.757353,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,1937.259028,None,close,68,67,silent,red,1935.256779,None,None,1935.256779,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,1939.76162,None,angle,59,68,silent,yellow,1937.759539,None,None,1937.759539,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,1942.264014,None,message,43,69,silent,blue,1940.262594,None,None,1940.262594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,1944.783287,None,dispute,36,70,silent,blue,1942.768694,None,None,1942.768694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,1947.285839,None,discussion,3,71,silent,yellow,1945.286,None,None,1945.286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,1949.80495,None,history,18,72,silent,yellow,1947.799,None,None,1947.799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,1952.324143,None,sunset,24,73,silent,yellow,1950.30985,None,None,1950.30985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,1954.842958,None,travel,40,74,silent,blue,1952.827666,None,None,1952.827666,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,1957.345808,None,incident,27,75,silent,yellow,1955.343759,None,None,1955.343759,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,1959.864894,None,running,9,76,silent,yellow,1957.849727,None,None,1957.849727,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,1962.38417,None,shock,5,77,silent,yellow,1960.37349,None,None,1960.37349,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,1964.88649,None,commercial,13,78,silent,yellow,1962.885576,None,None,1962.885576,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,1967.405613,None,congress,51,79,silent,blue,1965.391506,None,None,1965.391506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sep23Silent1,55,2022_Sep_23_1450,ProdSingRedoBetween,2021.2.3,59.94772559
